IPAddress,Progress,duration,ResponseId,LocationLatitude,LocationLongitude,block,stim1profdis,stim1meandis,stim1undrdis,stim1belvdis,stim2profdis,stim2meandis,stim2undrdis,stim2belvdis,stim3profdis,stim3meandis,stim3undrdis,stim3belvdis,stim4profdis,stim4meandis,stim4undrdis,stim4belvdis,stim5profdis,stim5meandis,stim5undrdis,stim5belvdis,stim6profdis,stim6meandis,stim6undrdis,stim6belvdis,stim7profdis,stim7meandis,stim7undrdis,stim7belvdis,stim8profdis,stim8meandis,stim8undrdis,stim8belvdis,stim9profdis,stim9meandis,stim9undrdis,stim9belvdis,stim10profdis,stim10meandis,stim10undrdis,stim10belvdis,stim11profdis,stim11meandis,stim11undrdis,stim11belvdis,stim12profdis,stim12meandis,stim12undrdis,stim12belvdis,stim13profdis,stim13meandis,stim13undrdis,stim13belvdis,stim14profdis,stim14meandis,stim14undrdis,stim14belvdis,stim15profdis,stim15meandis,stim15undrdis,stim15belvdis,stim16profdis,stim16meandis,stim16undrdis,stim16belvdis,stim17profdis,stim17meandis,stim17undrdis,stim17belvdis,stim18profdis,stim18meandis,stim18undrdis,stim18belvdis,stim19profdis,stim19meandis,stim19undrdis,stim19belvdis,stim20profdis,stim20meandis,stim20undrdis,stim20belvdis,stim21profdis,stim21meandis,stim21undrdis,stim21belvdis,stim22profdis,stim22meandis,stim22undrdis,stim22belvdis,stim23profdis,stim23meandis,stim23undrdis,stim23belvdis,stim24profdis,stim24meandis,stim24undrdis,stim24belvdis,stim25profdis,stim25meandis,stim25undrdis,stim25belvdis,stim26profdis,stim26meandis,stim26undrdis,stim26belvdis,stim27profdis,stim27meandis,stim27undrdis,stim27belvdis,stim28profdis,stim28meandis,stim28undrdis,stim28belvdis,stim29profdis,stim29meandis,stim29undrdis,stim29belvdis,stim30profdis,stim30meandis,stim30undrdis,stim30belvdis,stim31profflu,stim31meanflu,stim31undrflu,stim31belvflu,stim32profflu,stim32meanflu,stim32undrflu,stim32belvflu,stim33profflu,stim33meanflu,stim33undrflu,stim33belvflu,stim34profflu,stim34meanflu,stim34undrflu,stim34belvflu,stim35profflu,stim35meanflu,stim35undrflu,stim35belvflu,stim36profflu,stim36meanflu,stim36undrflu,stim36belvflu,stim37profflu,stim37meanflu,stim37undrflu,stim37belvflu,stim38profflu,stim38meanflu,stim38undrflu,stim38belvflu,stim39profflu,stim39meanflu,stim39undrflu,stim39belvflu,stim40profflu,stim40meanflu,stim40undrflu,stim40belvflu,stim41profflu,stim41meanflu,stim41undrflu,stim41belvflu,stim42profflu,stim42meanflu,stim42undrflu,stim42belvflu,stim43profflu,stim43meanflu,stim43undrflu,stim43belvflu,stim44profflu,stim44meanflu,stim44undrflu,stim44belvflu,stim45profflu,stim45meanflu,stim45undrflu,stim45belvflu,stim46profflu,stim46meanflu,stim46undrflu,stim46belvflu,stim47profflu,stim47meanflu,stim47undrflu,stim47belvflu,stim48profflu,stim48meanflu,stim48undrflu,stim48belvflu,stim49profflu,stim49meanflu,stim49undrflu,stim49belvflu,stim50profflu,stim50meanflu,stim50undrflu,stim50belvflu,stim51profflu,stim51meanflu,stim51undrflu,stim51belvflu,stim52profflu,stim52meanflu,stim52undrflu,stim52belvflu,stim53profflu,stim53meanflu,stim53undrflu,stim53belvflu,stim54profflu,stim54meanflu,stim54undrflu,stim54belvflu,stim55profflu,stim55meanflu,stim55undrflu,stim55belvflu,stim56profflu,stim56meanflu,stim56undrflu,stim56belvflu,stim57profflu,stim57meanflu,stim57undrflu,stim57belvflu,stim58profflu,stim58meanflu,stim58undrflu,stim58belvflu,stim59profflu,stim59meanflu,stim59undrflu,stim59belvflu,stim60profflu,stim60meanflu,stim60undrflu,stim60belvflu,stim1profflu,stim1meanflu,stim1undrflu,stim1belvflu,stim2profflu,stim2meanflu,stim2undrflu,stim2belvflu,stim3profflu,stim3meanflu,stim3undrflu,stim3belvflu,stim4profflu,stim4meanflu,stim4undrflu,stim4belvflu,stim5profflu,stim5meanflu,stim5undrflu,stim5belvflu,stim6profflu,stim6meanflu,stim6undrflu,stim6belvflu,stim7profflu,stim7meanflu,stim7undrflu,stim7belvflu,stim8profflu,stim8meanflu,stim8undrflu,stim8belvflu,stim9profflu,stim9meanflu,stim9undrflu,stim9belvflu,stim10profflu,stim10meanflu,stim10undrflu,stim10belvflu,stim11profflu,stim11meanflu,stim11undrflu,stim11belvflu,stim12profflu,stim12meanflu,stim12undrflu,stim12belvflu,stim13profflu,stim13meanflu,stim13undrflu,stim13belvflu,stim14profflu,stim14meanflu,stim14undrflu,stim14belvflu,stim15profflu,stim15meanflu,stim15undrflu,stim15belvflu,stim16profflu,stim16meanflu,stim16undrflu,stim16belvflu,stim17profflu,stim17meanflu,stim17undrflu,stim17belvflu,stim18profflu,stim18meanflu,stim18undrflu,stim18belvflu,stim19profflu,stim19meanflu,stim19undrflu,stim19belvflu,stim20profflu,stim20meanflu,stim20undrflu,stim20belvflu,stim21profflu,stim21meanflu,stim21undrflu,stim21belvflu,stim22profflu,stim22meanflu,stim22undrflu,stim22belvflu,stim23profflu,stim23meanflu,stim23undrflu,stim23belvflu,stim24profflu,stim24meanflu,stim24undrflu,stim24belvflu,stim25profflu,stim25meanflu,stim25undrflu,stim25belvflu,stim26profflu,stim26meanflu,stim26undrflu,stim26belvflu,stim27profflu,stim27meanflu,stim27undrflu,stim27belvflu,stim28profflu,stim28meanflu,stim28undrflu,stim28belvflu,stim29profflu,stim29meanflu,stim29undrflu,stim29belvflu,stim30profflu,stim30meanflu,stim30undrflu,stim30belvflu,stim31profdis,stim31meandis,stim31undrdis,stim31belvdis,stim32profdis,stim32meandis,stim32undrdis,stim32belvdis,stim33profdis,stim33meandis,stim33undrdis,stim33belvdis,stim34profdis,stim34meandis,stim34undrdis,stim34belvdis,stim35profdis,stim35meandis,stim35undrdis,stim35belvdis,stim36profdis,stim36meandis,stim36undrdis,stim36belvdis,stim37profdis,stim37meandis,stim37undrdis,stim37belvdis,stim38profdis,stim38meandis,stim38undrdis,stim38belvdis,stim39profdis,stim39meandis,stim39undrdis,stim39belvdis,stim40profdis,stim40meandis,stim40undrdis,stim40belvdis,stim41profdis,stim41meandis,stim41undrdis,stim41belvdis,stim42profdis,stim42meandis,stim42undrdis,stim42belvdis,stim43profdis,stim43meandis,stim43undrdis,stim43belvdis,stim44profdis,stim44meandis,stim44undrdis,stim44belvdis,stim45profdis,stim45meandis,stim45undrdis,stim45belvdis,stim46profdis,stim46meandis,stim46undrdis,stim46belvdis,stim47profdis,stim47meandis,stim47undrdis,stim47belvdis,stim48profdis,stim48meandis,stim48undrdis,stim48belvdis,stim49profdis,stim49meandis,stim49undrdis,stim49belvdis,stim50profdis,stim50meandis,stim50undrdis,stim50belvdis,stim51profdis,stim51meandis,stim51undrdis,stim51belvdis,stim52profdis,stim52meandis,stim52undrdis,stim52belvdis,stim53profdis,stim53meandis,stim53undrdis,stim53belvdis,stim54profdis,stim54meandis,stim54undrdis,stim54belvdis,stim55profdis,stim55meandis,stim55undrdis,stim55belvdis,stim56profdis,stim56meandis,stim56undrdis,stim56belvdis,stim57profdis,stim57meandis,stim57undrdis,stim57belvdis,stim58profdis,stim58meandis,stim58undrdis,stim58belvdis,stim59profdis,stim59meandis,stim59undrdis,stim59belvdis,stim60profdis,stim60meandis,stim60undrdis,stim60belvdis,CRT1,CRT2,CRT3,CRT4,NFC01,NFC02,NFC03,NFC04,NFC05,NFC06,NFC07,NFC08,NFC09,NFC10,NFC11,NFC12,NFC13,NFC14,NFC15,NFC16,NFC17,NFC18,FI01,FI02,FI03,FI04,FI05,FI06,FI07,FI08,FI09,FI10,FI11,SBQ01,SBQ02,SBQ03,SBQ04,SBQ05,SBQ06,SBQ07,SBQ08,SBQ09,SBQ10,SBQ11,SBQ12,SBQ13,SBQ14,SBQ15,SBQ16,SBQ17,SBQ18,SBQ19,SBQ20,SBQ21,SBQ22,SBQ23,SBQ24,SBQ25,device,age,sex,race,blah
24.255.168.37,100,1680,R_poTFl7LlrVxNtT3,39.042099,-95.71869659,1,5,5,4,6,3,4,5,6,4,4,6,6,6,5,4,5,5,4,6,6,6,4,5,5,4,5,4,6,4,5,5,6,5,4,6,6,6,4,6,5,6,5,4,5,4,6,6,5,3,6,5,5,5,6,4,5,6,5,4,5,6,6,4,5,4,5,6,4,5,6,4,4,5,6,4,4,4,6,5,6,5,4,5,6,5,6,4,5,6,6,4,4,5,4,6,5,5,6,6,4,6,5,4,6,5,5,5,4,5,4,6,5,5,4,5,6,5,6,4,5,6,5,5,4,6,6,4,5,6,4,5,6,6,6,5,4,6,4,6,5,6,4,5,5,5,4,5,6,6,6,4,6,6,4,5,6,5,4,6,5,6,5,6,5,5,6,4,5,6,5,5,4,6,5,4,7,6,5,4,6,6,5,4,6,6,5,5,4,5,4,4,6,4,6,5,6,5,6,6,4,4,5,4,5,4,5,6,5,4,5,6,5,5,4,6,5,4,6,5,5,5,5,4,6,6,5,5,6,5,4,5,6,6,5,5,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,100,24,15,4,5,3,5,3,4,4,5,3,3,4,5,4,4,3,3,3,5,5,5,5,4,3,3,4,4,3,4,4,3,3,4,3,4,5,3,3,4,4,5,3,4,4,5,4,5,3,3,4,4,5,5,5,4,1,26,1,4,
73.2.60.188,100,1782,R_3dTdpckJEPEU9FM,38.59599304,-121.2126999,1,7,5,6,6,5,6,6,6,5,6,6,7,4,5,5,6,6,6,5,6,5,6,6,5,6,5,5,6,6,5,4,5,5,6,6,5,6,5,5,6,5,6,5,4,6,6,5,5,5,6,6,5,5,6,5,6,6,5,7,6,6,5,6,7,5,4,6,5,6,5,6,5,6,7,5,6,6,5,6,7,6,5,7,6,6,7,6,5,5,6,6,5,7,5,6,6,4,6,5,5,6,5,5,6,6,6,5,6,6,5,6,5,6,5,6,7,7,5,6,6,5,6,6,6,6,5,6,5,5,6,5,4,6,5,6,5,6,5,6,5,5,6,6,4,6,6,7,5,6,6,7,7,5,6,4,6,6,6,5,5,6,7,6,5,5,6,6,6,6,6,6,5,6,6,5,5,7,6,5,6,5,6,6,5,6,4,5,5,4,5,5,6,5,6,6,6,5,6,7,6,4,6,5,5,5,6,4,3,6,7,6,5,6,6,5,5,6,5,7,6,6,6,5,6,5,6,6,6,7,6,6,5,6,7,6,5,6,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,5,47,29,3,5,5,3,4,4,4,4,3,4,4,5,5,4,4,4,4,3,4,4,4,3,4,4,3,5,4,5,3,4,5,4,3,5,4,3,4,5,4,4,3,4,5,4,4,3,4,5,4,4,3,4,5,4,1,28,1,4,no
24.21.247.57,100,1089,R_Wq9zsOsQJMcXyA9,45.48049927,-122.6362991,1,4,4,4,4,4,4,4,4,2,2,3,2,3,2,2,2,3,3,2,3,4,4,4,4,3,3,3,3,5,5,4,4,5,5,5,5,4,4,4,4,4,4,4,4,2,2,2,2,4,4,3,3,5,5,4,5,4,4,4,4,2,2,2,2,3,3,2,3,3,3,3,3,5,5,5,4,4,5,6,6,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,4,4,4,5,2,2,2,2,3,3,3,3,3,4,5,4,3,3,3,3,3,3,4,3,2,2,2,2,5,4,4,5,4,4,4,4,3,3,2,3,1,1,2,2,3,3,3,3,4,4,4,4,2,2,2,2,2,2,2,2,3,4,4,3,1,2,2,2,4,4,4,4,2,2,3,2,2,2,1,2,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,2,3,4,3,4,4,4,4,4,4,5,4,2,2,2,2,3,3,3,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,100,47,29,5,5,1,1,1,5,1,1,1,5,5,1,5,5,5,1,1,5,4,4,2,2,3,4,2,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,45,1,4,
70.119.92.139,100,746,R_20U0VOFJ2fKiOYw,33.05630493,-96.73410034,1,7,6,6,6,6,7,7,7,7,6,6,7,7,7,6,6,6,7,7,6,6,7,6,7,7,5,7,6,5,6,7,7,6,6,6,7,6,7,7,6,7,7,6,6,6,7,7,6,6,7,7,6,7,6,6,7,6,6,7,7,6,6,7,7,6,7,7,6,5,7,6,7,6,7,7,6,6,7,6,7,6,7,7,6,7,6,7,5,7,7,6,6,7,7,7,6,6,7,6,7,7,5,6,6,7,7,6,6,6,7,7,6,7,6,7,6,6,7,5,7,6,7,7,7,6,7,6,7,6,6,7,6,7,6,6,7,7,5,5,7,6,7,6,7,6,7,6,7,7,7,6,5,6,7,6,7,6,7,7,6,7,6,6,7,7,6,6,7,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,6,7,6,6,6,7,6,6,7,7,5,7,6,7,6,7,7,6,7,6,6,7,7,6,6,7,7,6,7,5,7,6,6,7,6,7,7,6,6,7,6,7,7,6,7,6,6,7,6,7,6,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,100,24,30,5,5,4,4,5,5,4,4,5,5,5,4,5,4,5,4,4,4,5,5,4,5,4,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,1,25,1,2,Nothing
47.219.117.86,100,829,R_1gioUCuY8WngLah,32.37379456,-95.40699768,1,4,6,5,5,4,6,7,6,6,7,4,5,5,4,6,7,7,4,6,5,4,6,6,5,4,7,5,6,4,6,7,5,4,6,5,6,4,5,6,5,5,6,6,7,7,6,6,7,5,4,7,6,6,7,5,4,6,5,4,5,6,4,5,6,6,7,5,5,6,7,5,5,4,7,6,5,7,7,5,6,5,4,5,7,7,4,6,5,6,5,4,6,4,6,6,5,4,7,5,6,6,4,7,5,5,7,4,6,6,5,7,4,6,7,5,5,5,7,4,6,6,7,5,4,5,5,6,7,6,5,7,6,7,6,5,5,5,4,6,7,6,5,6,4,3,5,5,4,4,6,7,5,4,6,6,6,4,5,6,7,5,7,6,4,7,6,7,5,7,5,6,5,7,4,6,5,6,6,4,4,7,6,6,4,4,7,6,5,7,5,6,5,6,5,4,7,7,6,5,4,4,5,6,7,5,4,5,,5,6,4,7,6,4,4,6,4,5,6,6,6,5,4,4,7,5,7,6,4,7,4,6,6,4,6,4,5,4,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,100,24,10,2,4,4,3,4,5,2,3,5,4,3,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3,5,5,4,4,5,4,3,4,5,4,3,4,5,4,3,5,4,4,3,4,5,4,3,4,5,4,3,4,1,32,1,2,thinking style
71.38.119.156,100,1400,R_1pSEsMsNv5zy2ti,36.1723938,-115.0677032,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,7,6,7,5,7,6,6,7,7,5,4,7,7,6,7,7,6,5,6,6,5,7,7,6,7,6,7,5,7,6,5,7,6,7,6,5,7,6,6,4,7,7,7,5,6,7,6,7,6,5,7,5,7,6,5,7,7,6,6,7,5,7,7,7,4,6,7,5,4,7,7,6,5,7,5,6,7,7,7,6,6,7,6,7,5,7,7,6,7,5,5,7,6,7,6,7,6,5,4,7,6,7,5,7,6,7,5,7,6,7,6,7,5,6,6,7,7,4,6,5,7,7,7,7,6,5,7,7,6,5,6,5,7,7,6,5,7,6,7,5,6,7,6,5,7,7,6,5,7,6,6,7,6,7,5,7,7,6,6,7,5,6,6,7,6,7,6,6,5,7,6,7,5,6,6,5,7,6,5,6,7,7,7,6,5,7,6,7,5,7,7,7,6,5,5,6,7,7,7,5,6,7,7,6,7,7,6,5,7,7,7,6,7,5,7,5,6,7,5,7,6,7,7,7,6,5,7,6,5,7,6,4,7,6,5,7,6,7,0.1,500,24,15,4,4,3,3,5,5,5,4,5,4,4,4,4,3,5,4,3,5,5,4,5,4,3,5,4,5,3,4,4,5,4,3,4,5,4,5,3,4,5,5,4,3,4,5,4,3,4,5,5,4,5,4,5,4,1,40,1,2,good
68.40.38.242,100,2195,R_79WbrHnXBWzi9G1,42.21960449,-83.604599,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,2,1,1,1,1,2,2,1,3,3,3,2,1,1,1,1,3,4,5,4,2,1,1,1,1,3,6,2,2,4,6,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,4,3,4,2,2,3,4,4,1,1,1,1,2,3,3,3,1,2,2,2,1,4,6,3,1,1,2,1,2,3,4,4,2,2,2,1,1,1,2,2,4,4,4,4,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,5,4,4,4,4,4,5,6,2,2,3,2,2,2,1,2,3,4,4,4,3,4,5,4,3,2,4,2,1,1,1,1,3,4,4,4,3,4,5,4,3,3,4,4,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,3,3,1,2,2,1,1,4,5,3,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,0.05,5,47,30,2,2,4,4,4,1,4,3,4,3,3,4,1,2,2,4,4,2,3,3,3,3,2,3,4,3,4,2,4,3,2,2,3,3,2,2,3,3,3,2,3,2,2,2,3,2,1,2,2,1,2,3,2,3,2,51,2,4,
73.156.226.169,100,1024,R_UiO1BoW0wwyFHsB,26.62919617,-81.96800232,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,4,4,4,3,3,3,3,2,2,2,2,3,3,3,3,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,5,6,5,5,5,5,5,5,3,3,3,3,1,1,1,1,2,2,2,2,4,4,4,4,5,5,5,5,2,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,1,2,2,,4,4,4,4,4,4,4,4,2,2,2,2,7,7,7,7,5,5,5,5,3,3,3,3,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,5,5,5,5,4,4,3,3,5,5,5,5,3,3,3,3,2,2,2,2,7,7,7,7,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,2,2,1,2,4,4,4,4,1,1,1,1,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,2,2,1,2,2,2,2,2,10,100,24,30,3,3,2,3,2,2,2,3,1,3,4,2,2,2,3,3,1,2,3,3,4,3,3,3,3,2,5,5,5,3,3,3,3,3,1,2,3,2,1,3,3,3,3,3,2,4,2,2,2,2,3,3,3,3,4,63,2,4,na
207.188.178.121,100,988,R_1QybKkCFSi4sSo8,47.60920715,-122.3314056,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,7,7,6,6,6,6,6,6,7,6,6,7,,6,7,5,6,7,6,6,7,6,6,7,6,6,7,6,6,6,7,6,7,5,6,6,7,7,5,6,6,6,6,5,7,6,7,7,6,7,6,7,6,5,6,6,7,7,6,7,6,5,6,4,7,6,7,7,6,7,6,5,6,7,6,6,7,7,6,5,6,7,7,6,6,6,7,5,6,7,6,7,6,5,7,6,6,7,6,6,7,7,6,6,7,5,7,6,6,6,7,6,7,6,7,6,6,7,6,5,6,7,6,6,6,7,7,6,6,7,6,7,6,6,6,7,6,7,6,6,6,7,7,6,6,7,6,7,6,6,7,7,6,6,5,7,6,6,6,7,7,6,7,7,6,7,6,6,5,6,5,6,6,6,6,7,6,7,6,6,6,6,6,5,5,7,6,7,6,7,6,6,7,6,7,6,7,6,7,4,6,5,6,6,6,7,6,6,7,5,6,7,6,7,7,6,6,5,6,6,5,6,6,6,7,7,6,6,6,5,7,6,6,6,7,6,5,0.1,100 minutes,24,15,4,4,4,5,4,4,5,5,4,5,5,5,4,4,4,5,4,5,4,4,5,5,4,5,4,5,5,4,5,4,5,4,5,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1,43,1,2,
207.188.176.15,100,633,R_3MsWt0GsiS7AoQP,47.60920715,-122.3314056,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,7,6,7,6,5,5,4,5,5,4,5,4,5,5,4,5,5,4,6,5,5,5,5,2,5,5,6,6,5,5,6,6,5,6,6,6,1,5,5,6,,,,,5,5,6,6,6,6,6,3,7,6,5,5,5,6,5,6,6,5,5,6,5,6,5,6,6,5,6,7,6,4,5,6,5,5,6,6,6,5,6,5,5,5,7,7,7,7,,7,6,6,6,7,6,5,6,4,1,1,1,1,6,7,6,5,6,5,6,4,5,4,6,6,7,6,6,6,7,5,6,3,6,6,6,6,5,5,4,2,7,5,5,6,6,5,6,6,7,7,,7,6,6,6,4,6,7,6,7,4,6,6,7,6,5,5,6,4,6,6,5,7,5,6,6,6,7,6,7,5,6,6,6,7,7,7,7,6,6,6,5,6,5,5,6,6,5,5,6,6,6,5,6,6,6,5,6,5,6,6,6,,,,,5,5,5,6,6,5,5,6,6,5,6,6,6,5,6,6,,5,5,6,6,6,6,5,5,6,5,5,1.1,46,i would take this half of the lake.,29,4,4,3,4,5,3,3,4,4,4,5,4,4,3,3,3,4,4,3,3,4,3,4,3,3,4,4,4,4,3,3,4,4,4,3,4,4,3,4,5,4,5,5,4,4,4,4,3,4,4,3,4,3,3,1,61,1,2,good
24.209.119.232,100,1723,R_3psec3rUTpmpRHw,43.08039856,-88.0223999,1,5,5,5,6,5,6,5,5,5,5,6,5,6,5,5,4,,,,,5,6,5,6,6,6,5,4,6,5,6,6,5,6,6,6,4,5,6,3,6,5,6,5,4,6,6,5,5,5,4,4,3,5,4,5,6,6,6,5,5,6,4,4,,,,,5,3,4,4,5,6,6,5,4,4,5,5,4,5,4,3,5,4,5,4,6,6,6,6,5,5,5,6,4,5,6,5,5,5,6,5,6,5,5,6,5,5,5,5,4,6,5,5,5,4,,4,4,4,5,5,6,4,6,4,4,6,4,7,6,6,6,5,3,4,4,4,6,6,7,5,6,6,6,5,4,4,4,6,4,4,5,6,4,4,5,5,5,5,5,6,6,6,5,6,6,5,5,5,7,5,4,4,6,5,6,6,7,4,5,5,5,4,3,3,6,5,5,4,2,4,5,6,5,6,5,5,4,4,6,4,5,5,4,5,6,6,5,5,7,6,6,5,5,4,6,6,5,4,6,4,4,6,4,5,5,6,5,6,3,2,4,2,5,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,5,47,29,5,4,5,4,3,4,3,5,4,4,4,3,3,2,5,4,4,3,4,,4,3,2,4,4,3,2,2,3,4,4,4,3,4,4,3,3,3,3,4,5,4,3,2,2,3,4,4,4,4,3,2,4,2,1,30,1,4,No issues found
